RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,TotalTimesLate,IncomePerPerson
0.156721421,46,0,0.135181976,7500.0,17,0,0,0,1.0,0,3750.0
0.007310949,90,0,0.001411632,7083.0,5,0,0,0,0.0,0,7083.0
0.205496886,47,0,0.352823588,2000.0,9,0,1,0,0.0,0,2000.0
0.578417045,59,0,0.882056814,2780.0,11,0,2,0,0.0,0,2780.0
1.121.187.881,44,0,0.387965495,4752.0,6,0,0,0,3.0,0,1188.0
0,52,2,0.413208119,3300.0,4,0,1,0,2.0,2,1100.0
0.9999999,35,1,0.306203082,2530.0,7,0,0,0,0.0,1,2530.0
0.17537375,42,0,0.180792768,25000.0,4,0,1,0,3.0,0,6250.0
0.058244184,40,0,0.306764998,7050.0,6,0,1,0,2.0,0,2350.0
0.637132208,46,1,0.34997843,9271.0,10,0,2,0,2.0,1,3090.3333333333335
0.500357115,32,0,1.580.521.145,2340.0,7,0,1,0,1.0,0,1170.0
0.50526481,57,0,0.769473684,4749.0,12,0,1,0,0.0,0,4749.0
0.041849234,43,0,0.867709268,7800.0,10,0,3,0,0.0,0,7800.0
0.938428875,29,0,0.691744509,3960.0,14,0,2,0,2.0,0,1320.0
0.415068177,71,0,0.758342115,2846.0,26,0,2,0,0.0,0,2846.0
0.577288913,45,0,0.347913022,4000.0,8,0,0,0,0.0,0,4000.0
0.019252081,48,0,0.068208242,7740.0,6,0,0,0,2.0,0,2580.0
0.782217,56,1,2.759.367.194,1200.0,11,0,0,0,0.0,1,1200.0
0.914454277,65,2,0.345923098,7333.0,8,1,1,0,1.0,3,3666.5
0.299786422,76,0,0.138246215,3500.0,11,0,0,0,0.0,0,3500.0
0.30737578,52,0,0.103844191,11757.0,10,0,0,0,0.0,0,11757.0
0.9999999,56,0,0.527893422,1200.0,2,0,0,0,0.0,0,1200.0
0.681971385,37,0,0.439247585,5900.0,10,0,2,0,3.0,0,1475.0
0.424385828,67,0,0.337415646,4000.0,10,0,1,0,0.0,0,4000.0
0.594257179,37,2,0.159007883,5200.0,3,0,0,0,2.0,2,1733.3333333333333
0.105563888,47,0,0.306373862,5600.0,16,0,2,0,2.0,0,1866.6666666666667
101.998.002,28,0,0.235980011,1800.0,2,0,0,0,0.0,0,1800.0
0.00018109,66,0,0.389494927,18333.0,21,0,5,0,0.0,0,18333.0
0.545736434,49,0,0.37822327,12719.0,15,0,2,0,0.0,0,12719.0
0.350673881,37,0,0.539524657,9550.0,11,0,2,0,3.0,0,2387.5
0.135171721,60,0,0.021733995,8465.0,6,0,0,0,0.0,0,8465.0
117.223.414,65,0,0.040165568,6522.0,7,0,0,0,1.0,0,3261.0
0.182798326,65,0,0.102419355,3719.0,10,0,0,0,0.0,0,3719.0
0.119292777,64,0,0.071589205,2667.0,6,0,0,0,1.0,0,1333.5
0.183902642,51,0,0.548389032,16666.0,11,0,4,0,4.0,0,3333.2
0.803882027,55,0,0.328879193,7333.0,4,0,1,0,2.0,0,2444.3333333333335
0.9999999,38,0,0.054717324,5500.0,1,0,0,0,2.0,0,1833.3333333333333
0.896555172,59,0,0.406422581,14666.0,9,0,2,0,1.0,0,7333.0
0.046688045,47,0,0.695465454,7916.0,10,0,3,0,1.0,0,3958.0
0.250764095,47,0,0.496467088,5377.0,14,0,1,0,3.0,0,1344.25
0.124987501,26,1,0.088906624,6264.0,4,0,0,0,0.0,1,6264.0
0.662819499,41,0,1.165.135.206,3808.0,12,0,2,0,2.0,0,1269.3333333333333
5.85E-05,25,0,0,4800.0,4,0,0,0,0.0,0,4800.0
0.043682862,45,0,0.318053079,9532.0,14,0,2,0,1.0,0,4766.0
0.04219458,33,0,0.603849038,4000.0,14,0,1,0,2.0,0,1333.3333333333333
0.798624547,69,0,0.445263684,8001.0,8,0,2,1,0.0,1,8001.0
0.070385923,52,0,0.2047381,4600.0,3,0,1,0,2.0,0,1533.3333333333333
0.00231106,74,0,0.312749889,2250.0,9,0,1,0,0.0,0,2250.0
1.180.546.302,46,0,0.207194245,2779.0,5,0,0,0,0.0,0,2779.0
0.06258665,63,1,0.495056931,14666.0,13,0,2,0,0.0,1,14666.0
0.178287859,54,1,0.521800852,4930.0,16,0,1,0,1.0,1,2465.0
0,31,0,0.648183556,4183.0,9,0,1,0,2.0,0,1394.3333333333333
0.547727193,56,1,0.1952012,4000.0,5,0,0,0,1.0,1,2000.0
0.003745867,74,0,0.18862475,4500.0,12,0,1,0,0.0,0,4500.0
0.9999999,36,0,0.135810698,6000.0,2,0,0,0,2.0,0,2000.0
0.029118354,48,0,0.271922636,6100.0,13,0,2,0,2.0,0,2033.3333333333333
0.100801747,60,0,0.174401771,11742.0,13,0,1,0,3.0,0,2935.5
0,61,0,0.262592176,8000.0,6,0,2,0,1.0,0,4000.0
0.023586848,37,0,0.361957429,9583.0,8,0,3,0,2.0,0,3194.3333333333335
0.088936696,61,0,0.067081152,9167.0,4,0,0,0,0.0,0,9167.0
0.74041986,37,0,0.895552224,2000.0,6,0,0,0,3.0,0,500.0
0.125628273,48,0,0.030675366,11800.0,3,0,0,0,2.0,0,3933.3333333333335
0.093997195,46,0,0.81975159,3300.0,19,0,1,0,2.0,0,1100.0
0.196759552,49,0,0.262870386,6040.0,11,0,2,0,1.0,0,3020.0
0.251433891,40,0,0.234161007,8980.0,9,0,0,0,0.0,0,8980.0
0.005504179,63,0,0.379920017,4750.0,7,0,1,0,0.0,0,4750.0
0.176362258,50,0,0.119313448,6000.0,11,0,1,0,0.0,0,6000.0
0.695381898,61,3,0.656663907,4831.0,17,0,2,2,0.0,5,4831.0
0.017651972,36,0,0.153895112,7855.0,10,1,1,0,0.0,1,7855.0
0.9999999,62,0,0.373670213,6767.0,11,0,2,0,0.0,0,6767.0
0.672064777,38,0,0.306058222,5083.0,6,0,2,0,0.0,0,5083.0
0.304294655,36,0,0.241252916,3000.0,7,0,0,0,1.0,0,1500.0
0.04294373,73,0,0.013397321,5000.0,7,0,0,0,0.0,0,5000.0
0.077601411,37,0,0.004998611,3600.0,1,0,0,0,1.0,0,1800.0
0,63,0,0.25387179,5100.0,6,0,1,0,0.0,0,5100.0
0.261841614,56,2,0.61881957,7725.0,9,0,1,0,0.0,2,7725.0
0.484422339,41,0,0.77585435,6700.0,13,0,2,0,1.0,0,3350.0
0,39,0,0.097123224,19500.0,14,0,1,0,3.0,0,4875.0
0,39,0,0.551779288,2500.0,7,0,2,0,0.0,0,2500.0
0.989263236,49,1,0.154169955,3800.0,9,1,1,0,1.0,2,1900.0
0.512778795,49,1,0.25905718,18327.0,11,0,1,0,3.0,1,4581.75
0.330856707,53,0,0.262773723,10000.0,18,0,1,0,1.0,0,5000.0
0.015856388,74,0,0.009059669,3200.0,9,0,0,0,0.0,0,3200.0
0.01599966,76,0,0.005279578,4166.0,3,0,0,0,0.0,0,4166.0
0.098395612,67,1,0.398589526,7656.0,10,0,2,0,0.0,1,7656.0
0.159358557,60,2,0.233233897,9050.0,15,0,2,0,0.0,2,9050.0
0.112222092,59,3,0.517015958,5200.0,9,0,2,0,0.0,3,5200.0
0.008252466,32,0,0.6319619,7558.0,8,0,2,0,0.0,0,7558.0
0.132295879,67,0,0.078796796,6116.0,7,0,0,0,0.0,0,6116.0
0.636832247,78,0,0.532492264,4200.0,11,0,1,0,0.0,0,4200.0
0.184068526,71,0,0.280358259,4800.0,6,0,1,0,0.0,0,4800.0
0.019928116,68,0,0.003776938,4500.0,5,0,0,0,0.0,0,4500.0
0.336950418,66,0,0.643271346,5000.0,11,0,2,0,0.0,0,5000.0
0.683035218,42,0,0.048154933,3820.0,3,0,0,0,2.0,0,1273.3333333333333
0.001439358,59,0,0.276144771,5000.0,9,0,1,0,0.0,0,5000.0
0.153605948,54,0,0.069329132,16500.0,10,0,2,0,3.0,0,4125.0
0.046879062,65,0,0.023989034,2917.0,12,0,0,0,0.0,0,2917.0
0.069574402,41,0,3006,0.0,10,0,1,0,2.0,0,0.0
0.885852358,40,0,0.097357772,4200.0,3,0,0,0,5.0,0,700.0
0.557425135,72,1,0.254579279,13975.0,9,0,1,0,2.0,1,4658.333333333333
0.004419443,62,0,0.119557962,13482.0,11,0,1,0,1.0,0,6741.0
0.062894979,74,0,0.527934008,8000.0,15,0,3,0,0.0,0,8000.0
0.000388867,43,0,0.706510139,5621.0,12,0,2,0,3.0,0,1405.25
0.662821632,51,0,0.201965658,35000.0,18,0,1,0,2.0,0,11666.666666666666
0.869819636,34,0,0.354253192,6500.0,6,0,2,0,1.0,0,3250.0
0.12329589,42,0,3409,0.0,7,0,2,0,3.0,0,0.0
0.220959936,32,0,0.614038742,4800.0,12,0,1,0,0.0,0,4800.0
0.047001271,39,0,0.562479174,3000.0,9,0,1,0,0.0,0,3000.0
0.9999999,34,0,0.116333725,850.0,2,0,0,0,0.0,0,850.0
0.118793212,43,0,0.368327084,5600.0,9,0,1,0,0.0,0,5600.0
0.41945746,62,0,0.477255004,7693.0,18,0,1,0,0.0,0,7693.0
0.609819509,59,0,0.238057887,12748.0,6,0,2,0,1.0,0,6374.0
0.9999999,24,0,0.116254603,1900.0,1,0,0,0,0.0,0,1900.0
0.037700693,50,0,0.248175182,10000.0,7,0,1,0,2.0,0,3333.3333333333335
0.66262927,46,0,0.306615564,6000.0,7,0,1,0,1.0,0,3000.0
0.509832326,56,0,0.400023414,17083.0,13,0,3,0,1.0,0,8541.5
0.560244328,57,0,0.548444935,14500.0,10,0,2,0,0.0,0,14500.0
0.9999999,44,2,0.424921794,1917.0,2,1,1,0,1.0,3,958.5
0.059915418,78,0,0.361039703,3500.0,3,0,0,0,0.0,0,3500.0
0.026951421,58,0,0.413078725,5550.0,6,0,2,0,0.0,0,5550.0
0.029906195,77,0,0.00719856,5000.0,9,0,0,0,0.0,0,5000.0
0.903561892,58,1,1.254.883.935,4350.0,14,0,2,0,0.0,1,4350.0
0.013867979,58,0,0.004799616,8333.0,16,0,0,0,0.0,0,8333.0
0.550818123,47,0,0.283585821,20000.0,9,0,2,0,5.0,0,3333.3333333333335
0.095416277,46,0,0.229738354,4700.0,5,0,1,0,0.0,0,4700.0
0.295909059,31,0,0.107284152,4296.0,3,0,0,0,0.0,0,4296.0
0.541826377,39,0,0.681296706,9500.0,18,0,3,0,6.0,0,1357.142857142857
0.192618853,58,1,0.024065161,2700.0,7,0,0,0,0.0,1,2700.0
0.9999999,43,0,0.778957084,2166.0,6,0,1,0,2.0,0,722.0
0.788359788,30,1,0.015243902,3279.0,2,0,0,2,0.0,3,3279.0
0.143181255,55,0,0.378243275,4200.0,12,0,3,0,0.0,0,4200.0
0.9797241,49,1,0.388099206,10200.0,8,0,2,0,0.0,1,10200.0
0.9999999,29,0,0.058670143,2300.0,1,0,0,0,0.0,0,2300.0
0.000163262,71,0,0.330267893,2500.0,6,0,1,0,0.0,0,2500.0
0.9999999,33,1,0.638233054,2625.0,2,3,1,1,1.0,5,1312.5
0.028967845,60,0,0.011158798,2329.0,4,0,0,0,0.0,0,2329.0
0.9999999,35,0,0.617102744,4700.0,1,0,1,0,2.0,0,1566.6666666666667
0.334071467,49,0,0.29984938,8630.0,14,0,2,0,0.0,0,8630.0
0.021032349,77,0,2.789.659.224,1701.0,19,0,4,0,0.0,0,1701.0
0.111007836,44,0,0.318238731,9583.0,10,0,1,0,2.0,0,3194.3333333333335
0,52,0,0.467650698,11313.0,16,0,5,0,1.0,0,5656.5
0,31,0,0.039735099,1660.0,2,0,0,0,0.0,0,1660.0
0.072872022,50,0,0.329890037,3000.0,20,0,0,0,2.0,0,1000.0
0.042149246,55,0,0.065189048,2300.0,11,0,0,0,0.0,0,2300.0
0.159942231,62,0,0.348914858,9583.0,10,0,1,0,1.0,0,4791.5
1.115.554.921,44,2,0.421330371,7200.0,5,1,1,1,1.0,4,3600.0
0.101010101,66,0,0.147371764,12593.0,5,0,1,0,3.0,0,3148.25
0.095180964,68,0,0.128589263,800.0,4,0,0,0,0.0,0,800.0
0,65,0,0.566248257,2150.0,12,0,0,0,1.0,0,1075.0
0.659990718,49,1,0.337325995,9266.0,8,0,1,0,5.0,1,1544.3333333333333
0,53,0,0.219132029,3271.0,2,0,1,0,1.0,0,1635.5
0.468635074,61,7,0.772495001,4500.0,13,1,1,0,2.0,8,1500.0
0.170235836,57,0,0.130234791,25000.0,5,0,1,0,1.0,0,12500.0
0.045626214,64,0,0.134213233,11667.0,8,0,1,0,3.0,0,2916.75
0.673150073,46,0,0.289088864,8000.0,4,0,1,0,3.0,0,2000.0
0.020587098,65,0,0.238823257,4316.0,8,0,1,0,0.0,0,4316.0
0.03739626,37,3,0.489981316,15520.0,10,0,6,0,0.0,3,15520.0
0.9999999,24,0,0.032845412,2800.0,1,0,0,0,0.0,0,2800.0
0.46090535,28,1,0.024487756,2000.0,7,0,0,0,0.0,1,2000.0
1.069.883.527,41,3,0.212540193,3109.0,6,1,0,0,3.0,4,777.25
0.9999999,76,0,0.422161172,1091.0,4,0,0,0,0.0,0,1091.0
0.014333402,70,0,0.492688414,8000.0,14,0,3,0,1.0,0,4000.0
0.135293641,56,0,0.30734856,12083.0,8,0,1,0,4.0,0,2416.6
0.163988287,44,0,0.308753676,4420.0,5,0,2,0,1.0,0,2210.0
0.9999999,21,0,0.174702567,1596.0,1,0,0,0,0.0,0,1596.0
1.015.796.841,40,0,0.187272338,4666.0,2,0,1,0,0.0,0,4666.0
0.032094161,36,0,0.077268123,6910.0,10,0,0,0,0.0,0,6910.0
1.035.309.793,38,0,0.24655069,3333.0,5,2,0,0,0.0,2,3333.0
0.891826747,32,0,0.192179516,4500.0,11,0,0,0,2.0,0,1500.0
0.9999999,73,0,0.153169366,5000.0,2,0,0,0,2.0,0,1666.6666666666667
0.386406043,51,0,0.597476791,4200.0,10,0,1,0,3.0,0,1050.0
0.030881218,51,0,0.650939624,2500.0,9,0,1,0,0.0,0,2500.0
0.019961525,89,0,0.009996668,3000.0,5,0,0,0,0.0,0,3000.0
0.904087673,62,0,0.395005097,3923.0,8,0,2,0,0.0,0,3923.0
0.9999999,45,2,0.499247503,7308.0,3,0,1,1,2.0,3,2436.0
0.127630808,58,0,0.442613106,14985.0,19,0,2,0,0.0,0,14985.0
0.548222365,48,0,0.60610216,5833.0,8,0,1,0,2.0,0,1944.3333333333333
0.102636305,44,1,0.208485314,10417.0,8,0,2,0,2.0,1,3472.3333333333335
0.616625558,63,0,0.474011374,7560.0,8,0,3,0,1.0,0,3780.0
0.013620957,78,0,0.130568356,5858.0,13,0,0,0,1.0,0,2929.0
0.944159961,26,0,0.317719841,2262.0,5,0,0,0,1.0,0,1131.0
0.177278402,25,0,0.135480289,1800.0,3,0,0,0,0.0,0,1800.0
0.379735861,43,0,1.743.179.546,7000.0,17,0,4,0,0.0,0,7000.0
0,82,0,0,2584.0,1,0,0,0,0.0,0,2584.0
0,52,0,0.902809719,10000.0,13,0,3,0,0.0,0,10000.0
0.081127925,39,0,0.474682025,8333.0,5,0,3,0,2.0,0,2777.6666666666665
0.833383368,44,0,0.162730564,5800.0,4,0,0,2,4.0,2,1160.0
0.425913068,28,0,0.23503876,3224.0,6,0,0,0,0.0,0,3224.0
0.010576176,44,0,1.086.423.734,3100.0,15,0,1,0,0.0,0,3100.0
0.026158584,59,0,0.309890816,3113.0,20,0,1,0,0.0,0,3113.0
0.989150542,58,0,0.937381404,1580.0,4,0,0,0,0.0,0,1580.0
0.584883023,49,3,0.302952722,5858.0,8,0,2,0,2.0,3,1952.6666666666667
0.221989309,65,0,0.485816448,8389.0,16,0,2,0,2.0,0,2796.3333333333335
0.653869226,62,0,0.389566613,6229.0,6,0,1,0,3.0,0,1557.25
0.908099614,44,4,0.7880731,3118.0,17,0,2,0,1.0,4,1559.0
0.073991779,29,1,0.007183365,2644.0,2,0,0,0,1.0,1,1322.0
0.045135544,64,0,0.073654391,6000.0,6,0,0,1,0.0,1,6000.0
0.080251029,41,0,0.147533252,10600.0,6,0,1,0,4.0,0,2120.0
0.050705144,61,0,0.432412414,13500.0,15,0,3,0,0.0,0,13500.0
0.926221688,40,0,0.364936506,8110.0,5,0,1,0,2.0,0,2703.3333333333335
0.042383173,38,0,0.214445043,13000.0,13,0,2,0,3.0,0,3250.0
0.511729307,67,1,0.60913029,3000.0,8,1,1,0,0.0,2,3000.0
0.024882919,61,0,0.135434025,6600.0,13,0,0,0,1.0,0,3300.0
0.097272218,49,0,0.057194124,8916.0,3,0,0,0,1.0,0,4458.0
0,31,0,0.322546698,3800.0,2,0,1,0,1.0,0,1900.0
0.862117235,68,1,1.045.709.537,4812.0,13,0,1,0,0.0,1,4812.0
0.054887364,45,0,0.504665423,3750.0,9,0,1,0,2.0,0,1250.0
0.9999999,38,0,0.339924461,4500.0,3,0,1,0,0.0,0,4500.0
0.1850974,28,0,0.046262206,6246.0,3,0,0,0,0.0,0,6246.0
0.075165831,64,0,0.241447605,5553.0,8,0,1,0,0.0,0,5553.0
0.113057663,59,0,0.422435215,8450.0,18,0,2,0,0.0,0,8450.0
0.614670591,38,0,0.100649892,6000.0,3,0,0,0,1.0,0,3000.0
0.179107051,81,0,0.455252438,8100.0,7,0,4,0,0.0,0,8100.0
0.09957969,72,0,0.386895197,5600.0,7,0,1,0,0.0,0,5600.0
0.361754212,39,1,0.531886527,13500.0,17,0,2,0,3.0,1,3375.0
0.1304184,66,0,0.332101717,4600.0,16,0,0,0,0.0,0,4600.0
0.043719517,46,0,2960,0.0,13,0,2,0,3.0,0,0.0
0.155422289,82,0,0.040381076,9236.0,9,0,1,0,0.0,0,9236.0
0.133866134,58,0,0.000888691,4500.0,3,0,0,0,0.0,0,4500.0
0.052147393,38,0,0.005165806,6000.0,3,0,0,0,0.0,0,6000.0
0.100494975,57,0,0.333599362,6264.0,6,0,1,0,0.0,0,6264.0
0.657485143,41,0,0.358477971,2995.0,8,0,0,0,1.0,0,1497.5
0.24374344,38,1,0.608195902,2000.0,9,0,0,0,0.0,1,2000.0
0.533176375,55,0,0.298571429,10499.0,13,0,1,0,1.0,0,5249.5
0.038763777,49,0,0.394922764,8350.0,8,0,1,0,3.0,0,2087.5
0.099310658,68,0,0.179004982,14250.0,10,0,1,0,0.0,0,14250.0
0.556697732,70,0,0.03375946,62500.0,11,0,2,0,0.0,0,62500.0
0.094468588,48,0,0.233153369,5000.0,6,0,1,0,2.0,0,1666.6666666666667
0.050542926,71,1,0.184942206,3200.0,7,0,0,0,0.0,1,3200.0
0.008418654,42,0,1.577.371.048,600.0,14,0,1,0,2.0,0,200.0
0.153910249,37,1,0.519620095,4000.0,10,0,2,0,1.0,1,2000.0
0.429526901,33,0,0.50497469,5728.0,6,0,2,0,1.0,0,2864.0
0.09786735,35,0,0.267818864,7463.0,7,0,2,0,2.0,0,2487.6666666666665
1.016.983.017,27,0,48,0.0,3,1,0,0,0.0,1,0.0
0.380278294,60,0,0.200399911,4500.0,4,0,0,0,0.0,0,4500.0
0.023229691,80,0,0.388050546,8150.0,17,0,2,0,0.0,0,8150.0
0.228107801,65,0,0.052789442,5000.0,13,0,0,0,0.0,0,5000.0
0.021498925,60,0,0.120913098,15200.0,8,0,1,0,1.0,0,7600.0
0,46,0,0.186562687,5000.0,5,0,1,0,4.0,0,1000.0
0.698270792,52,3,0.187335092,7200.0,5,0,1,0,0.0,3,7200.0
0.183049785,35,0,0.057859881,5737.0,11,0,0,0,1.0,0,2868.5
0,62,0,0.15147433,6680.0,10,0,2,0,1.0,0,3340.0
0.090556931,49,0,0.025972442,8200.0,11,0,0,0,6.0,0,1171.4285714285713
0.485634291,71,0,0.48257531,1692.0,5,0,0,0,0.0,0,1692.0
0.140219106,60,0,0.855345388,12000.0,14,0,5,0,0.0,0,12000.0
0.932021611,50,0,0.144142643,6000.0,14,0,0,0,2.0,0,2000.0
0.028431664,55,0,0.001939075,15986.0,5,0,0,0,1.0,0,7993.0
0.186001591,45,0,0.103509116,5100.0,14,0,0,0,1.0,0,2550.0
0.005799613,48,0,0.761695322,2500.0,5,0,1,0,0.0,0,2500.0
0.440879927,35,0,0.976569822,3200.0,5,0,2,0,1.0,0,1600.0
0.021798547,41,0,0.544646824,2250.0,6,0,0,0,0.0,0,2250.0
104.434.177,61,7,0.165576434,24000.0,11,0,2,1,0.0,8,24000.0
0.149331256,69,1,0.731005065,3750.0,9,0,1,1,1.0,2,1875.0
0.9999999,24,0,0.009993338,1500.0,1,0,0,0,0.0,0,1500.0
0.229482807,40,0,0.589117477,5200.0,15,0,1,0,1.0,0,2600.0
1.738.768.719,39,0,0.06682452,3800.0,4,2,0,1,1.0,3,1900.0
0.524591856,54,0,0.43871061,6917.0,7,0,1,0,1.0,0,3458.5
0.444819398,66,0,0.403254614,5038.0,6,0,2,0,1.0,0,2519.0
0.30331856,63,0,0.725531029,2400.0,7,0,1,0,0.0,0,2400.0
0.232577254,56,0,0.773218143,4166.0,10,0,3,0,4.0,0,833.2
0,42,1,0.3726645,4923.0,9,0,2,0,1.0,1,2461.5
0.064582067,29,0,0.091503268,2600.0,8,0,0,0,0.0,0,2600.0
0,63,0,0.017734427,4510.0,8,0,0,0,1.0,0,2255.0
0.206309757,61,0,0.039138724,8916.0,14,0,0,0,0.0,0,8916.0
0.025427534,65,1,0.178764247,5000.0,6,0,1,0,0.0,1,5000.0
0.9999999,38,0,0.233383308,2000.0,3,0,0,0,1.0,0,1000.0
0.611902381,44,0,0.522134351,11000.0,8,0,1,0,1.0,0,5500.0
0.025428087,45,0,0.658938028,6986.0,10,0,2,0,1.0,0,3493.0
1.002.514.142,44,0,0.448600973,6575.0,9,0,2,0,5.0,0,1095.8333333333333
0.985355015,32,0,0.133402995,2870.0,4,1,0,0,2.0,1,956.6666666666666
0.77050765,64,1,0.688084587,4917.0,8,1,2,0,2.0,2,1639.0
0.030067463,93,0,0.004544628,5500.0,3,0,0,0,0.0,0,5500.0
0.562336963,37,0,0.190945406,7509.0,4,0,0,0,3.0,0,1877.25
0.757262137,57,0,0.265466817,8000.0,7,0,1,0,1.0,0,4000.0
0.833095952,37,1,0.207352715,6500.0,10,0,0,0,0.0,1,6500.0
0.140523002,59,0,0.543308369,6141.0,15,0,2,0,1.0,0,3070.5
0.157211873,37,0,0.098196751,5600.0,6,0,0,0,0.0,0,5600.0
1.001.312.418,40,0,0.244028842,4437.0,5,0,0,0,1.0,0,2218.5
0.000915961,45,0,0.238913429,28750.0,7,0,3,0,2.0,0,9583.333333333334
0.007039437,57,0,0.4583258,5530.0,11,0,3,0,0.0,0,5530.0
0,68,0,0.105344733,20000.0,9,0,1,0,1.0,0,10000.0
0.294958067,49,0,0.32254071,10500.0,10,0,1,0,3.0,0,2625.0
0.548162094,49,0,2.746.169.221,1500.0,6,0,2,0,0.0,0,1500.0
0.08367783,46,0,1246,0.0,17,0,1,0,3.0,0,0.0
0.301652463,45,0,0.35005822,9446.0,17,0,2,0,3.0,0,2361.5
0.037016029,63,0,0.834371108,3211.0,4,0,2,0,0.0,0,3211.0
0.115721595,31,0,0.302024747,5333.0,12,0,2,0,0.0,0,5333.0
0.430787692,47,0,0.231266049,12850.0,9,0,2,0,2.0,0,4283.333333333333
0.147932265,51,0,0.526269702,2283.0,7,0,0,0,2.0,0,761.0
0.027232131,40,0,0.389383748,5500.0,9,0,1,0,1.0,0,2750.0
0.054190535,64,0,0.526972299,6172.0,7,0,3,0,0.0,0,6172.0
0.38202975,50,0,0.309338132,5000.0,8,0,0,0,0.0,0,5000.0
0.138158518,52,0,0.342610632,3592.0,13,0,1,0,0.0,0,3592.0
0,28,0,0.233845055,2800.0,5,0,0,0,0.0,0,2800.0
0.646620028,59,0,0.419516097,5000.0,9,0,1,0,2.0,0,1666.6666666666667
0.026930249,36,0,0.113325464,14400.0,10,0,1,0,0.0,0,14400.0
0.443429824,65,0,0.541614596,4000.0,6,0,1,0,0.0,0,4000.0
104.532.729,43,0,0.264159924,2100.0,4,0,0,0,2.0,0,700.0
0.67929059,47,0,0.153127015,6203.0,16,0,0,0,2.0,0,2067.6666666666665
0.956278796,52,5,0.876911872,1372.0,12,0,0,3,0.0,8,1372.0
0.039967498,61,0,0.273590801,8000.0,13,0,2,0,0.0,0,8000.0
0.26094781,48,0,0.36502508,13157.0,15,0,2,0,0.0,0,13157.0
0.691431746,34,0,0.770016565,7243.0,12,0,4,1,1.0,1,3621.5
0.005203146,41,0,0.366823274,8300.0,7,0,2,0,2.0,0,2766.6666666666665
0.069763188,72,0,0.481753041,6000.0,18,0,2,0,0.0,0,6000.0
0.839916961,57,0,0.5376138,4173.0,6,0,0,0,2.0,0,1391.0
0.590264318,34,0,0.339088472,9324.0,12,0,2,0,1.0,0,4662.0
0.183009069,48,0,0.360498019,5300.0,16,0,2,0,1.0,0,2650.0
0.347930414,45,0,0.082484138,5200.0,5,0,0,0,0.0,0,5200.0
0.115777287,31,0,0.191130543,1600.0,7,0,0,0,0.0,0,1600.0
0.115992001,29,0,0.461492891,3375.0,13,0,1,0,0.0,0,3375.0
0.216550805,49,0,0.453801878,3300.0,2,0,1,0,0.0,0,3300.0
0.032695412,31,0,0.274765223,3300.0,10,0,0,0,1.0,0,1650.0
0.133671007,70,0,0.197512667,10854.0,8,0,1,0,0.0,0,10854.0
0.086746067,46,0,0.3956643,7887.0,16,0,1,0,2.0,0,2629.0
0.9999999,54,1,0.214753123,1680.0,5,1,0,0,1.0,2,840.0
0.171525253,67,0,0.505956027,14690.0,23,0,5,0,1.0,0,7345.0
0.9999999,30,0,0.050885961,2200.0,2,1,0,0,0.0,1,2200.0
0,52,0,0.313174946,4166.0,3,0,1,0,0.0,0,4166.0
1.017.720.771,48,0,0.812523435,2666.0,12,0,1,0,3.0,0,666.5
0.570507801,28,0,0.098504093,3542.0,5,0,0,0,0.0,0,3542.0
0.130490384,41,0,0.672566372,3954.0,10,0,2,0,4.0,0,790.8
0.04932588,30,0,0.430696416,2957.0,8,0,1,0,2.0,0,985.6666666666666
0.091155922,39,0,0.447712691,12000.0,10,0,2,0,2.0,0,4000.0
0.051599674,58,0,0.073858447,8759.0,5,0,0,0,0.0,0,8759.0
0.02465853,41,0,0.722162308,7417.0,16,0,1,0,2.0,0,2472.3333333333335
0.024954523,77,0,0.015769626,5833.0,12,0,0,0,0.0,0,5833.0
0.116990284,62,0,0.222879684,1520.0,5,0,0,0,1.0,0,760.0
0.9999999,60,0,0.202386712,6200.0,3,0,0,0,1.0,0,3100.0
0.599170677,71,4,4.708.615.113,3400.0,20,0,0,2,0.0,6,3400.0
0.005029437,55,0,0.426905456,2400.0,6,0,1,0,0.0,0,2400.0
0.191078269,44,0,0.01689831,10000.0,2,0,0,0,3.0,0,2500.0
0.664446295,29,0,0.076202374,1600.0,4,0,0,0,0.0,0,1600.0
0.011478731,46,0,0.560426882,3466.0,14,0,2,0,0.0,0,3466.0
2.905.236.908,51,1,0.530460229,3758.0,6,1,1,1,2.0,3,1252.6666666666667
0.112117156,71,0,0.012205754,3440.0,7,0,0,0,1.0,0,1720.0
0.007123538,67,0,0.442430181,2040.0,11,0,1,0,0.0,0,2040.0
0.691252026,47,0,0.522693267,2004.0,7,0,0,0,2.0,0,668.0
0.9999999,70,0,0.193097998,7591.0,5,0,0,0,0.0,0,7591.0
0,67,0,0.468960707,4300.0,7,0,1,0,0.0,0,4300.0
0.023174421,87,0,0.176680018,6740.0,6,0,1,0,0.0,0,6740.0
0.856381206,35,0,0.224908201,3267.0,5,0,0,0,0.0,0,3267.0
0.041632811,60,0,0.311527357,14200.0,17,0,2,0,1.0,0,7100.0
0.038422211,46,0,0.206116276,8926.0,9,0,2,0,2.0,0,2975.3333333333335
